phone_no_m,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,idcard_cnt,label,app_usage_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,months_count,flow_month,imei_count,imei_list,call_count,call_unique,call_city_unique,call_county_unique,call_count_mean,call_count_median,call_count_max,call_dur_mean,call_dur_median,call_dur_min,call_dur_max,voc_hour_mode,voc_hour_mode_count,voc_hour_unique,voc_day_mode,voc_day_mode_count,voc_date_unique,voc_dayname_mode_count,voc_dayname_unique,calltypeid_unique,voc_calltype1_count,voc_calltype2_count,voccalltype3_count,voc_calltype1_proportion,call_outgoing_city_unique,call_outgoing_county_unique,call_duration_per_contact_median,call_duration_per_contact_max,call_duration_per_contact_mean,sms_count,sms_nunique_contact,sms_date_nunique,sms_hour_mode,sms_hour_mode_count,sms_hour_nunique,sms_day_mode,sms_day_mode_count,sms_day_nunique,sms_dayname_mode_count,sms_dayname_nunique,sms_rate,sms_contacts_proportion,sms_calltype1_count,sms_calltype2_count,sms_calltype2_proportion
4a3fe69177d1db33296ead78bc2eb3410f458f51ceea9c26ad5c7baf10e07e5f0ad6795b98145306d9844f93d4a239bb054ebc20905d55880ea5fdc19331c2da,1.2674999999999998,0.0554214285714286,1.84,1.16,1.16,10.139999999999999,2.647151605289883,0.08323267730542239,1,0,100,2.3159155023509057,0.0375738143920898,7.43865966796875e-05,108.31543254852296,86.71238484625869,537.2923965454102,8,67.16154956817627,1.0,['d2aeffac94c842cdaad1a1ded1f3187f892ed41d0766122f59b92089c7ddb222ed4f6e4951f9db13b502c32daec30da33639576e318a7167a45875fc8aadd7b2'],503.0,53.0,2.0,4.0,9.49056603773585,2.0,91.0,107.95825049701789,34.0,1.0,2743.0,13.0,48.0,18.0,15.0,26.0,31.0,88.0,7.0,2.0,144.0,359.0,0.0,0.28628230616302186,1.0,1.0,155.0,24856.0,1024.5849056603774,1059.0,103.0,194.0,9.0,169.0,22.0,12.0,70.0,31.0,212.0,7.0,10.281553398058252,0.09726156751652502,0.0,1059.0,1.0
1708e1c2c7e6e3ba949421eede6d80cf77fb12b692a7514a988cd74ad89d963f0c129dfc0db43c5c8fba6b6122c12a3e7e6dc4930686d39b60a1ecd16afa6cda,84.86125000000001,113.99932678571426,102.2,78.78,79.19,678.8900000000001,1.435263044283584,3.77490607144261,3,0,230,54.24473155889296,0.1330604553222656,9.1552734375e-05,9222.00945663452,247993.828208679,50501.845081329346,8,6312.730635166168,1.0,['9a0b311d5c44838feabefc698aba57a2fb3b866969805240bf4c376f4b0f90f16cf0f6f0523df2587a99d53029f292b1198ab0d35ad0514ded4809ee650446dd'],526.0,108.0,2.0,5.0,4.87037037037037,1.5,75.0,76.68821292775665,32.0,1.0,3426.0,15.0,57.0,22.0,3.0,42.0,31.0,98.0,7.0,2.0,257.0,269.0,0.0,0.48859315589353614,2.0,3.0,73.0,6361.0,373.5,1447.0,219.0,221.0,15.0,145.0,24.0,12.0,130.0,31.0,256.0,7.0,6.607305936073059,0.15134761575673808,19.0,1428.0,0.986869384934347
1de2d338adcd6a255a17141ba1c663fbc8071f2ed756a248d6f1d77f44f6d841a68cae430cf13f09bc447e97416b9cee313fe305742d0913a912da426593108c,19.0,0.0,19.0,19.0,19.0,152.0,0.0,0.0,1,0,95,8.4361861245872,0.0764369964599609,8.7738037109375e-05,314.9302606582642,1354.3400927388006,1425.7154550552368,2,712.8577275276184,2.0,"['6071545157546a9c87f67537384b3aeca3fe3030508f2d9e9d6f23058c8c7c023eff72d6e679a5e769127b41f58fe04612fbdf238f929139b0b5127d3998c777', 'cad0d737be19f1959f0f5296cfb062d5f4d3509f3c976d40b9ac75a2da0165d914d76e178c3e71d21e01aa237256dbf286f4e7dfef4b3b762fcd2cd345f43b8c']",47.0,21.0,3.0,4.0,2.238095238095238,2.0,7.0,49.148936170212764,24.0,6.0,218.0,13.0,7.0,14.0,23.0,6.0,23.0,11.0,7.0,2.0,33.0,14.0,0.0,0.7021276595744681,3.0,4.0,93.0,398.0,110.0,867.0,93.0,204.0,11.0,138.0,18.0,15.0,63.0,31.0,179.0,7.0,9.32258064516129,0.10726643598615918,1.0,866.0,0.9988465974625144
b16920c8dfc8a0e1349db12d2d3285f77e31c6a6d3ed2a68725f41e628c0f98d5ce55bb71ca33e3bc52acbfaf946cd2bdae06142413dece51698d1a3444d2935,1.6225,0.9926916666666665,3.09,1.0,1.2,6.49,1.797592306991816,0.49816956617869246,1,0,143,15.074843258327908,0.1547908782958984,0.0005073547363281,1313.743293762207,7054.62968493705,4748.575626373291,4,1187.1439065933228,1.0,['9e65128904a23175f435f769b96ccac71f25df8b8b5d0ec71524ac3a04867d4fb1d55bb495a500b0700add862d1b9f294c4adf308f27f64f3541a0be4f0f5509'],346.0,91.0,2.0,4.0,3.802197802197802,1.0,132.0,77.4364161849711,35.0,1.0,1440.0,11.0,49.0,17.0,13.0,28.0,31.0,59.0,7.0,2.0,98.0,248.0,0.0,0.2832369942196532,2.0,3.0,69.0,5195.0,294.42857142857144,701.0,206.0,92.0,10.0,105.0,23.0,27.0,41.0,31.0,115.0,7.0,3.4029126213592233,0.29386590584878747,6.0,695.0,0.9914407988587732
7edc0ed9e4afb9648b18ae4517516ed1c641103c2f83dd3d4d75f56c9c01bd0e46bf26962bc343453579d1a858a4471ab7b864a81f33b0edb1cd558c34f79205,48.0,0.0,48.0,48.0,48.0,384.0,0.0,0.0,1,0,3,0.036044438680012975,0.0128402709960937,0.0001220703125,0.1123781204223632,0.0016824916154378324,0.5406665802001946,8,0.06758332252502433,1.0,['19e4c11bae7db8ef5200b70086a4f12d72597a25b2d873f0d84368fa9be87e9d7cc1c1813c20d96e9ee5bdc00e5b3bea4fe202e58b950a18b6ef1b5d9a2426fa'],373.0,36.0,1.0,1.0,10.36111111111111,1.0,146.0,75.68900804289544,47.0,1.0,787.0,19.0,40.0,21.0,25.0,19.0,31.0,77.0,7.0,2.0,163.0,210.0,0.0,0.43699731903485256,1.0,1.0,103.5,9953.0,784.2222222222222,369.0,17.0,104.0,12.0,64.0,15.0,15.0,30.0,30.0,79.0,7.0,21.705882352941178,0.04607046070460705,0.0,369.0,1.0
73e9ee7e186d0483f568bc1227cfc407fb5548a441dc1943841c723faded61e1f9522da24287b565e1472002308fb8f0db9c5bfa67f4e1e0b48210c3da018629,103.45249999999999,1800.5572214285712,181.64,54.5,110.155,827.6199999999999,0.5824164512776477,15.002321576295161,1,1,321,50.232599371241996,0.27411413192749023,6.771087646484375e-05,8203.358752250671,136942.4772036384,54351.67251968384,6,9058.612086613974,2.0,"['5fdb16cfd7f8d17a14929e9364a17dc2d44ed209adc65a17fb8b204c6ce417bd24fe475bb2fe72e0e8fad6a5b5ead4a5d355370ab7c557515a5cc5f8f23e5f4f', 'aa4620307253c66d51fc8e97c3bd2747d7df1a171345ea43ac448c352f15d841841ce8760089bfa74b8155e0719b5949ae61e129e7458835b9b8b627ee88ed59']",2295.0,337.0,2.0,7.0,6.810089020771513,2.0,423.0,64.20392156862745,29.0,1.0,3425.0,18.0,199.0,24.0,2.0,118.0,31.0,361.0,7.0,2.0,1499.0,796.0,0.0,0.6531590413943356,2.0,5.0,107.0,27119.0,437.23442136498517,1587.0,444.0,148.0,10.0,125.0,23.0,28.0,111.0,31.0,291.0,7.0,3.574324324324324,0.27977315689981097,212.0,1375.0,0.8664146187775678
afb879635550e8c192c9507e5481faa3e32b440a1809eb98dd6940ec675a5098225f834d1d08262ee0a00b3bf97b8b75fb620eb0c136228b3e3405173fe43fa1,48.32000000000001,3.62628571428571,52.62,47.0,47.45,386.56000000000006,2.02155368356899,0.6732649658832054,3,0,55,0.8059145637180494,0.0244150161743164,7.2479248046875e-05,26.008440017700195,8.72665606347843,92.68017482757568,5,18.536034965515135,1.0,['c85f77bc67eefd458a23413e13e683bafc48ff028bcb36d6bf92d2731f7d603a0e780cfb7e41583a3887482d094fe732691cb32d550ad48c3834124e833b453c'],812.0,97.0,3.0,11.0,8.371134020618557,2.0,76.0,75.92487684729063,43.0,2.0,1369.0,8.0,113.0,20.0,30.0,47.0,31.0,126.0,7.0,1.0,812.0,0.0,0.0,1.0,3.0,11.0,153.0,13167.0,635.5773195876288,1546.0,267.0,230.0,11.0,156.0,22.0,7.0,102.0,31.0,287.0,7.0,5.790262172284645,0.17270375161707632,19.0,1527.0,0.9877102199223803
d374d619082ea422e8e99bb417beb4e860e49c3628bde9efccf8246dc977a010fce803d5c351dea47392f94d770f11c4ec40c34459f553ac161b78d7304fb1b2,79.26,0.035657142857143775,79.5,79.0,79.25,634.08,0.03666282169040585,0.06676183683170327,1,0,31,0.8998195000414578,0.0261039733886718,7.43865966796875e-05,13.940204620361328,6.878050158056518,47.690433502197266,8,5.961304187774658,2.0,"['17b03b5cce4db37181656b142bb41cf60b7a7448c0090382a95c97c6b71b21e725795239086ef8d27fdf84cca08a7f0c7f82878a7138fd72c1f5c1ee9ad72e94', '146f0537ad579cadbd8df744e9294d5ed9030f395862b12aae325d853da091133d58ef9f83b628123902476cb1e66677ef42a659f698b9ad53b27435aab192ef']",1425.0,279.0,6.0,22.0,5.10752688172043,1.0,177.0,54.175438596491226,32.0,1.0,1814.0,17.0,116.0,21.0,23.0,87.0,31.0,275.0,7.0,2.0,382.0,1043.0,0.0,0.2680701754385965,5.0,13.0,74.0,9203.0,276.7025089605735,3293.0,511.0,243.0,9.0,359.0,24.0,25.0,179.0,31.0,531.0,7.0,6.444227005870841,0.15517764955967203,20.0,3273.0,0.9939265107804434
9f5a6e330a5a45c879f6f6065d9a2e73d0053c425cd5b2b9ee0ac292ec40aef23e29b2d7f01207e44eceb0db0d4feb00559c67a7673637bfb5f7d9d49f9cbe4a,117.12625,9.136741071428577,122.56,115.02,115.67500000000001,937.01,1.453816989691017,1.0686873415216314,3,1,396,26.56030796499264,0.2423267364501953,0.0001487731933593,5489.301568984984,44646.09476569553,43399.54321479797,8,5424.942901849747,3.0,"['aa28bc50d1abc68aee5d6db56724e9002186bb6b73b9195d4dc252bc571be3344882ad9ea37c48e85dbae1b63bb155240e9e5334e0a4073c98f8703c1ad36fcf', '279887444d5f4ece0c3889590aefa83c8b13156d532d8ebf7ac8936e29989dd577112bfbf4bcea65fa57d677d55c2f08bc307cf197841f42de4d09a482ee6768', '18d6821a146fc1e55f5887bb3ad06e5b5f4df158d5536d66cb64c58cbedaa2cc3400dcd09dfc49ba612a6ae1de015538988e6843b6d3f922bde344d217ef9f62']",164.0,56.0,5.0,9.0,2.9285714285714284,2.0,16.0,140.109756097561,76.5,1.0,3426.0,13.0,30.0,19.0,21.0,32.0,27.0,41.0,7.0,2.0,152.0,12.0,0.0,0.926829268292683,5.0,9.0,145.0,4525.0,410.3214285714286,3789.0,719.0,221.0,10.0,423.0,24.0,8.0,219.0,31.0,668.0,7.0,5.269819193324061,0.18975983108999736,114.0,3675.0,0.9699129057798892
6988a9ed8a63aa4b3c6945f625e3f9d0be3a376585d3e2f4e05c28e01a387161be31cd54d38e269780bf4b633ecc64f505cce2db6fb32a1a2bcb3d1943ab3897,102.575,708.0932285714285,159.66,82.09,92.71000000000001,820.6,1.6520470372411258,9.40806322105823,2,0,240,56.08205369877734,0.1903581619262696,6.771087646484375e-05,12443.891860961914,231526.22033832673,49296.12520122528,5,9859.225040245055,11.0,"['5bab12bb9d5b4605d088d1b02dc2b1b01d3c97e88e33dc89427f084bb4bbf2e4d58442f3f38ee49834abbd73fd517fdf14640767c46bb8a5ffe252fcf65ab3dd', '028af0ec0ffbe6dc07c284010de15d62407ae009b64a77447bf49a3b6e2751b5cb85dfccaa2423fbc35ca051dc1b7b82a1adfd5e6d4ef26891ba97578e72b363', 'b54d86c1329726dad0225e515a60a20a75c4fdc00610c9fd17b7e56e0576340e6fb0f377e6b1ae9233058c0d311d1ae44ce769ac3ba146bb1f9665b7ac7a44c9', 'b609ddb1ba1a7453c90241a4ad0c23e70facd601673fc9c698160da1e9fc55f5828f88f799d91e0e863d99c3563c34c83e59a31b754ef7378f11a680104a1302', '5d12176a272d9a036003fadb3e2d9642be501d7937662f44cfc8c257a8e3eeb04fb3e04efd970998a9ab97aba09b5f75d9acd0ae75e6023c45919e167ea70725', 'a23695b930df7cea0d4c79b3759460a07fe443374688c26a5f18bf72b49261ceddb7f133abe8bd080f9793df24ba853a96f1067f23555d76522d69ebfdb8dd8e', '90435990284376469f1946fadf350473e52f00423eef54ea2df9972e57c0c9d6ef1699e5a69b9189e7065a7ed7efa26fabfc81c8cb31319ae3ddfb1dc0c7f6a4', 'cddb4cf74f77f783498aefbd172804e29eea69a485d0b3b96ea54584fe5929d6f93c56a28fc1f66f584dba2e6bc03de5a4b2322d4e84b21e3ea63381b275946d', '90e7550c33deabe9a454508ff01f0c009430e42c7f97c716c9728a7950dc2a154e44ffb377462c697667e8b43df4ee82e58bd7cebe8c449d340eb950664eced1', '17af0cc584b08d9de116838095aeed5c6ce1292b45a36b61172c75d9f717de9d898e2358f737f3ecbb69809086a6898d697be4fb0a805acc8e06bd71c237e236', '4dbb8b1af93dc07b0980d3148cb1d2589e9a777c1e0784252a1b62c42f92a49894dea9f046295ab28880603a350a1e975749802f9503d02389455cc94512dca8']",1865.0,165.0,3.0,9.0,11.303030303030303,2.0,152.0,68.6450402144772,35.0,1.0,1705.0,19.0,200.0,22.0,18.0,107.0,31.0,326.0,7.0,3.0,1071.0,770.0,24.0,0.5742627345844504,3.0,8.0,137.0,19036.0,775.8969696969696,1320.0,257.0,205.0,21.0,136.0,22.0,8.0,75.0,31.0,214.0,7.0,5.136186770428016,0.1946969696969697,27.0,1293.0,0.9795454545454545
